,TF,batch,louvain,n_counts,n_genes,percent_mito,dpt_pseudotime,discrete_time,split,cell_type,Cluster Enriched TFs_colors,highlight_celltype,Depth_from_root,Cluster Enriched TFs,velocity_self_transition,condition,condition_counts,clusters_gradients,terminal_states,terminal_states_probs,member_12-1_absorption,member_11-1_absorption,member_11-0_absorption,member_7-1_absorption,member_12-0_absorption,member_10_absorption,member_5_absorption,member_15_absorption,member_14_absorption
"R1.08,R2.88,R3.31,P1.55-0-3-0",TFORF0932-ZNF80,0,7-0,9328.0,4616,0.028409092,0.020851044,0.020851044,train,STC2_TLX1 positive cells,others,others,6.0,others,0.0,TFORF0932-ZNF80,9,15,,0.5703275250452599,0.06151511220884817,0.0845640086863267,0.11127823211821464,0.08106742917491903,0.1055271825664951,0.14577594512985215,0.1363389420580245,0.15616185019122175,0.11777150247517285
"R1.80,R2.13,R3.60,P1.16-3-3-0",TFORF0932-ZNF80,0,14,2832.0,2034,0.028601695,0.06118223,0.06118223,train,Squamous epithelial cells,others,squamous epithelial,9.0,others,0.0,TFORF0932-ZNF80,9,14,,0.5730307239739202,0.05924885670601563,0.08097796350193374,0.10033673136901683,0.07358609052923702,0.09712882449496299,0.14169868297350868,0.12777973410818733,0.14816774984429834,0.17107599181986924
"R1.82,R2.48,R3.80,P1.24-0-4-0",TFORF0932-ZNF80,0,6,3217.0,2207,0.024867889,0.03230105,0.03230105,train,Erythroblasts,others,others,6.0,others,0.0,TFORF0932-ZNF80,9,15,,0.6571457412034332,0.06141796572025198,0.08467985512374888,0.10427742383374858,0.07748522588242521,0.10082833075803148,0.1488573512499113,0.1332121213380765,0.15735950574298635,0.13188255626482143
"R1.30,R2.96,R3.77,P1.40-2-4-0",TFORF0932-ZNF80,0,3,4309.0,2777,0.022743097,0.09365977,0.09365977,train,Squamous epithelial cells,others,squamous epithelial,10.0,others,0.0,TFORF0932-ZNF80,9,14,,0.7203898339239935,0.061291697214436294,0.08323651437602693,0.10456785539600102,0.07497544999055943,0.10104319395122188,0.14481652997979594,0.1300028067452947,0.1507933945878269,0.1492735943217431
"R1.65,R2.83,R3.59,P1.54-0-1-0",TFORF2018-PITX3,0,8-0,3820.0,2488,0.027486911,0.047992986,0.047992986,train,Erythroblasts,others,others,7.0,others,0.0,TFORF2018-PITX3,7,15,,0.6027196608039711,0.06148975142236891,0.08434841705504671,0.10404365215127558,0.07680926080770402,0.1008043457255694,0.14805766088470151,0.13329733574937927,0.1549332820203445,0.13621645423059467
"R1.86,R2.73,R3.25,P1.54-0-1-0",TFORF2018-PITX3,0,1,4652.0,2876,0.023215821,0.022487558,0.022487558,train,Erythroblasts,others,others,6.0,others,0.0,TFORF2018-PITX3,7,15,,0.6527730820091634,0.06133256428267342,0.08487795903183296,0.10446800467229063,0.07792828992774838,0.1011375104443131,0.1484488364559969,0.13386938027535247,0.1597280252674269,0.12820968715722886
"R1.66,R2.77,R3.84,P1.62-1-1-0",TFORF2018-PITX3,0,6,4459.0,2808,0.030275846,0.031410314,0.031410314,test,Ciliated epithelial cells,others,ciliated epithelial,9.0,others,0.0,TFORF2018-PITX3,7,15,,0.6982585758235532,0.06124578161092486,0.08464991224877347,0.10430428666568402,0.07764946790909011,0.10082742989707659,0.1495031933101324,0.13272206245555296,0.15873499031913732,0.13036330964009757
"R1.64,R2.76,R3.92,P1.47-3-2-0",TFORF2018-PITX3,0,1,3170.0,2193,0.022712933,0.024351412,0.024351412,test,STC2_TLX1 positive cells,others,others,9.0,others,0.0,TFORF2018-PITX3,7,15,,0.6788456575642714,0.06270848391100486,0.08441149736408576,0.1043957529442176,0.07801348028069172,0.10082539495948159,0.14893518569949213,0.13235990499712597,0.16036314067379845,0.12798740113822782
"R1.51,R2.78,R3.44,P1.24-0-4-0",TFORF2018-PITX3,0,6,1958.0,1491,0.02349336,0.024665676,0.024665676,train,Erythroblasts,others,others,7.0,others,0.0,TFORF2018-PITX3,7,15,,0.6843201179728862,0.06124770557180661,0.08477183355762151,0.10420629374372299,0.07784056211472401,0.10085301613153921,0.1488141120837321,0.13297699101588306,0.15953841735269267,0.1297514485746286
"R1.67,R2.11,R3.37,P1.24-0-4-0",TFORF2018-PITX3,0,7-0,3282.0,2231,0.012492383,0.0342889,0.0342889,train,Smooth muscle cells,others,smooth muscle,8.0,others,0.0,TFORF2018-PITX3,7,15,,0.6091204000821919,0.06254039142292989,0.08534278001882237,0.10047400981415829,0.08819456363712422,0.11236111810806032,0.14501987874589134,0.13381199295436236,0.15864632690261685,0.11360854688335899
"R1.05,R2.73,R3.92,P1.48-3-4-0",TFORF2018-PITX3,0,1,2415.0,1850,0.024844721,0.037704103,0.037704103,test,Ciliated epithelial cells,others,ciliated epithelial,9.0,others,0.0,TFORF2018-PITX3,7,15,,0.5819488872600418,0.059130192016775836,0.10717449104021495,0.1252765512400995,0.07478422499352878,0.09932752467539345,0.14040235688613611,0.1251479206696937,0.1517680991581647,0.11698885528880817
"R1.12,R2.37,R3.12,P1.22-0-0",TFORF3538-HOXD10,0,0,1951.0,1516,0.029215787,0.037970223,0.037970223,train,STC2_TLX1 positive cells,others,others,23.0,others,0.0,TFORF3538-HOXD10,5,15,,0.5750597522468205,0.061714951760214715,0.08434488029142742,0.10469524297578003,0.07656657387992731,0.10101123203265397,0.14680997108456423,0.13321503551475192,0.15419229133340312,0.13745019949425138
"R1.38,R2.05,R3.72,P1.15-3-1-0",TFORF3538-HOXD10,0,7-0,4868.0,2969,0.020336894,0.05151821,0.05151821,train,Smooth muscle cells,others,smooth muscle,9.0,others,0.0,TFORF3538-HOXD10,5,15,,0.6375370044715594,0.06191349744987214,0.08474611343417877,0.1010102549305509,0.0874119131900925,0.10976681803311131,0.1466838950340582,0.13292239014327148,0.16109924005067708,0.11444540873354513
"R1.25,R2.57,R3.44,P1.47-3-2-0",TFORF3538-HOXD10,0,2,3577.0,2412,0.024322057,0.04134369,0.04134369,train,Ciliated epithelial cells,others,ciliated epithelial,23.0,others,0.0,TFORF3538-HOXD10,5,15,,0.6360312857942347,0.06137385385623625,0.08432409898382805,0.10399007938922884,0.07707335346396509,0.1007238320316016,0.14962609817276906,0.1328988773218648,0.15618677868859598,0.13380310238229343
"R1.33,R2.41,R3.86,P1.47-3-2-0",TFORF3538-HOXD10,0,1,6756.0,3627,0.01909414,0.028131839,0.028131839,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,23.0,others,0.0,TFORF3538-HOXD10,5,15,,0.6790543717407801,0.06100354508146552,0.0840629657247395,0.10407917260324158,0.0779251029788619,0.10092480275375584,0.15202752075221654,0.13176649382869438,0.16040093849609852,0.12780963979074
"R1.41,R2.02,R3.66,P1.08-2-3-0",TFORF3538-HOXD10,0,1,2978.0,2045,0.013096037,0.037827525,0.037827525,train,Excitatory neurons,others,others,9.0,others,0.0,TFORF3538-HOXD10,5,15,,0.7290518674178474,0.06087304534879357,0.08412426202717102,0.10501219158383612,0.0783426589896342,0.10097572325544803,0.14879298736315075,0.1312733674072353,0.16573144308955035,0.12487452634696077
"R1.66,R2.90,R3.37,P1.39-2-2-0",TFORF1076-NFATC4,0,1,2867.0,2012,0.021625392,0.038315706,0.038315706,train,Erythroblasts,others,others,7.0,others,0.0,TFORF1076-NFATC4,2,15,,0.7266603649449821,0.06091472952488463,0.08440352036668022,0.1043195458080276,0.07827058563129626,0.10112698385262268,0.14874667209562575,0.13201014581524764,0.16448800621899645,0.1257200244475884
"R1.65,R2.91,R3.03,P1.55-0-3-0",TFORF1076-NFATC4,0,8-0,7270.0,3939,0.028198075,0.034061432,0.034061432,val,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF1076-NFATC4,2,15,,0.6154802172509842,0.06175221441556469,0.08462354960292671,0.10402268253468216,0.077154911876178,0.10092012593919197,0.14811688239525128,0.13380803763603896,0.15613347285670387,0.13346833420584703
"R1.55,R2.47,R3.64,P1.16-3-3-0",TFORF3417-TCF7L2,0,11-1,2162.0,1639,0.028214617,0.32861012,0.32861012,train,STC2_TLX1 positive cells,others,others,9.0,others,0.0,TFORF3417-TCF7L2,1,11-1,,0.8496530227829151,0.019512539727376075,0.714800062700513,0.04748379378045224,0.02281961672416945,0.03806951315407171,0.04044244268323658,0.038472184459779096,0.04385496145238468,0.03454512013147261
"R1.20,R2.68,R3.68,P1.30-1-1",TFORF1064-NFATC1,1,1,2936.0,2048,0.023160763,0.018363727,0.018363727,train,STC2_TLX1 positive cells,others,others,4.0,others,0.0,TFORF1064-NFATC1,2,15,,0.6573016920208179,0.060088968211868425,0.08380893212445598,0.10300486105499351,0.07880055842243815,0.09928350377848212,0.1449051565327285,0.13116384434876258,0.175173651967513,0.12377078756863745
"R1.48,R2.07,R3.64,P1.62-3-1",TFORF1064-NFATC1,1,12-0,2641.0,1931,0.020825446,0.22970237,0.22970237,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF1064-NFATC1,2,12-0,,0.577154938360166,0.08698380894536561,0.07118791243829366,0.08308345517962228,0.05602433707244638,0.3335506958180456,0.0957659786096075,0.0911034312372328,0.1026626086224942,0.0796371633991649
"R1.67,R2.12,R3.41,P1.22-0-0",TFORF2797-TAF7,0,2,3352.0,2240,0.034009546,0.025890002,0.025890002,train,Ciliated epithelial cells,others,ciliated epithelial,23.0,others,0.0,TFORF2797-TAF7,8,15,,0.6543250151063935,0.06156862707486772,0.08468237112693693,0.10429264374530102,0.07743227291787068,0.10118456493513693,0.14866379332451182,0.13327704192427156,0.15762891976896487,0.13127003100670942
"R1.65,R2.09,R3.34,P1.07-2-1-0",TFORF2797-TAF7,0,6,4295.0,2722,0.033527356,0.031251036,0.031251036,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF2797-TAF7,8,15,,0.6657349210526032,0.06142265288025841,0.08461457116883557,0.1041436511946897,0.07726604056615455,0.1007902405432005,0.14886584070667636,0.13321527802074656,0.15675710477466887,0.13292488752280956
"R1.05,R2.44,R3.46,P1.55-0-3-0",TFORF2797-TAF7,0,6,3079.0,2117,0.028255926,0.033762395,0.033762395,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF2797-TAF7,8,15,,0.6941892350060096,0.061369167054246714,0.0847495520380401,0.10420772833153145,0.07738648364637139,0.10074493849656181,0.14932175431321934,0.1330304822750645,0.1575362567592886,0.13165415152932514
"R1.45,R2.31,R3.23,P1.63-1-3-0",TFORF2797-TAF7,0,1,3048.0,2111,0.033136483,0.029645791,0.029645791,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF2797-TAF7,8,15,,0.6983447791195082,0.06098115379516754,0.08453949147278184,0.10433375314348034,0.07806493734974025,0.10081380963233633,0.14931296609967704,0.1322290173572168,0.16224340489299421,0.12748170688840407
"R1.52,R2.15,R3.72,P1.08-2-3-0",TFORF2797-TAF7,0,12-0,4925.0,3011,0.02822335,0.3320625,0.3320625,test,IGFBP1_DKK1 positive cells,others,others,10.0,others,0.0,TFORF2797-TAF7,8,12-0,,0.8072500834074599,0.0724988954173708,0.05605743563233142,0.06343180321060057,0.04468182904776388,0.47750024236473476,0.07406691265928993,0.07195719410186187,0.0788850736721718,0.06092009313079675
"R1.63,R2.58,R3.91,P1.24-0-4-0",TFORF2797-TAF7,0,0,4375.0,2835,0.019657142,0.04586392,0.04586392,train,Erythroblasts,others,others,8.0,others,0.0,TFORF2797-TAF7,8,15,,0.5514690425418723,0.0612960155428254,0.08390425402224434,0.10383001477881251,0.07626581684031318,0.10053565443747062,0.14735205542739546,0.13210352220023225,0.15395081179525794,0.14076237498219596
"R1.47,R2.52,R3.01,P1.40-2-4-0",TFORF2797-TAF7,0,3,4466.0,2827,0.018584864,0.046643935,0.046643935,train,Ciliated epithelial cells,others,ciliated epithelial,17.0,others,0.0,TFORF2797-TAF7,8,15,,0.564969660212084,0.06108095579725324,0.08370279287078551,0.1034689937222165,0.07622796812132313,0.10023564682980582,0.14743820734034802,0.13336999569090882,0.15390426894661774,0.14057162011140134
"R1.95,R2.07,R3.96,P1.40-2-4-0",TFORF2797-TAF7,0,13,4283.0,2753,0.012374504,0.045097392,0.045097392,train,Ciliated epithelial cells,others,ciliated epithelial,9.0,others,0.0,TFORF2797-TAF7,8,15,,0.7389124949889768,0.06226089643462173,0.08414292211033156,0.10436982957165507,0.07937266536652682,0.10661618203107469,0.14782757679457012,0.13082718894817716,0.1631513426202709,0.12143128775731943
"R1.78,R2.68,R3.76,P1.31-1-2-0",TFORF2855-MAPK8IP1,0,2,2082.0,1494,0.024495678,0.054749496,0.054749496,val,Intestinal epithelial cells,others,intestinal epithelial,10.0,others,0.0,TFORF2855-MAPK8IP1,2,15,,0.6577129467459515,0.06132069545479689,0.08421018722717709,0.10391506873263354,0.07696820146986376,0.10066311429630156,0.1496426475058397,0.1326584219930523,0.15587479699617018,0.13474663735074516
"R1.09,R2.73,R3.02,P1.16-3-3-0",TFORF2855-MAPK8IP1,0,0,11119.0,5106,0.022573972,0.03262867,0.03262867,train,STC2_TLX1 positive cells,others,others,4.0,others,0.0,TFORF2855-MAPK8IP1,2,15,,0.5943712727834264,0.06137424910150672,0.08416479377827223,0.10908625189944975,0.07676383657771253,0.10083986996468834,0.14623899901226106,0.13322167567618529,0.15465161620942858,0.13365901346163508
"R1.35,R2.35,R3.39,P1.22-0-1",TFORF2126-ZNF746,1,5,5442.0,3214,0.019110622,0.034789257,0.034789257,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,3.0,others,0.0,TFORF2126-ZNF746,3,15,,0.5230955606053642,0.06167306882370923,0.0845252534872061,0.10368415360341139,0.07618234599468054,0.10015130633820384,0.14532450638451014,0.1521880255576476,0.15151313795428192,0.12475868341081445
"R1.63,R2.56,R3.49,P1.38-2-1",TFORF2126-ZNF746,1,5,1508.0,1195,0.018567638,0.12503155,0.12503155,train,Stromal cells,others,stromal,4.0,others,0.0,TFORF2126-ZNF746,3,5,,0.4808339351416888,0.05504640643950144,0.07595334040481583,0.09187785923971664,0.07021796413847223,0.0906745893359014,0.12933150241639654,0.23814786103426816,0.13817280319301298,0.11057847551420952
"R1.15,R2.94,R3.30,P1.62-3-1",TFORF2126-ZNF746,1,15,3872.0,2589,0.0154958675,0.062427122,0.062427122,train,ENS neurons,others,ENS neurons,6.0,others,0.0,TFORF2126-ZNF746,3,15,,0.9084571397350741,0.03403425023197751,0.04720190074774693,0.05912334996423534,0.046860145101721866,0.0568366461895988,0.0816729513292403,0.07528187336524744,0.5306426269079696,0.06834637159807426
"R1.25,R2.01,R3.82,P1.22-0-1",TFORF2066-FLII,1,7-0,5523.0,3266,0.017019736,0.030944178,0.030944178,train,Smooth muscle cells,others,smooth muscle,4.0,others,0.0,TFORF2066-FLII,1,15,,0.6184805668669143,0.05960501421743945,0.08466613643582459,0.10180472536624147,0.09254803422975366,0.10228003463804798,0.1389379364485561,0.1342295702227441,0.17109320499724937,0.11483560488924721
"R1.26,R2.36,R3.39,P1.07-2-1-0",TFORF1823-ZNF138,0,8-0,8068.0,4111,0.020699058,0.06389326,0.06389326,test,Inhibitory neurons,others,others,9.0,others,0.0,TFORF1823-ZNF138,5,15,,0.5939151550928692,0.06133832945232838,0.08411661112009661,0.10386443705788541,0.0766458253982075,0.10061536708878567,0.14834459221186688,0.1326870390047562,0.15475584197948578,0.13763202532065497
"R1.55,R2.94,R3.39,P1.15-3-1-0",TFORF1823-ZNF138,0,7-0,7098.0,3867,0.011975205,0.03753844,0.03753844,test,Stromal cells,others,stromal,8.0,others,0.0,TFORF1823-ZNF138,5,15,,0.7029032611504614,0.05912912250975535,0.08375268354001122,0.10757064550049387,0.08235696055034968,0.0998204445965337,0.14203637186531415,0.1287438196911059,0.17921089485165387,0.11737923164447817
"R1.55,R2.94,R3.46,P1.15-3-1-0",TFORF1823-ZNF138,0,1,3664.0,2429,0.02128821,0.0274495,0.0274495,train,STC2_TLX1 positive cells,others,others,8.0,others,0.0,TFORF1823-ZNF138,5,15,,0.7138836735123537,0.060896556772377715,0.08472800315960191,0.10447432426876421,0.07855025239932453,0.10117419314438304,0.14788466947664097,0.13221733324336393,0.16529541471712247,0.12477946075628699
"R1.87,R2.76,R3.33,P1.16-3-3-0",TFORF1823-ZNF138,0,14,6780.0,3852,0.023746314,0.06495994,0.06495994,val,Squamous epithelial cells,others,squamous epithelial,10.0,others,0.0,TFORF1823-ZNF138,5,14,,0.5869485513716574,0.05800815002978609,0.07932150644833406,0.09838246353771644,0.0721516319664136,0.09513713061332649,0.1382072259690208,0.12531039904243774,0.1448227889632844,0.18865934192411687
"R1.46,R2.32,R3.40,P1.48-3-4-0",TFORF1823-ZNF138,0,9-0,3724.0,2562,0.02121375,0.028601864,0.028601864,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1823-ZNF138,5,15,,0.5859658667457737,0.061175982913997576,0.08282828523335803,0.1016859857526207,0.07628197159251003,0.09974651422380434,0.16262423675140067,0.13468889110975274,0.15345169574479,0.12751657632719077
"R1.64,R2.12,R3.23,P1.07-2-1-0",TFORF0185-SHOX2,0,2,4645.0,2807,0.01765339,0.031149702,0.031149702,train,Inhibitory neurons,others,others,23.0,others,0.0,TFORF0185-SHOX2,7,15,,0.6577061150016862,0.061092608695667176,0.0843552300057531,0.10359365048532053,0.07710850107116526,0.1010446392229771,0.15341093112439486,0.13189761325063354,0.15738333116614053,0.13011358685572358
"R1.59,R2.60,R3.14,P1.15-3-1-0",TFORF0185-SHOX2,0,12-0,6371.0,3594,0.018207503,0.32924947,0.32924947,train,PAEP_MECOM positive cells,others,PAEP_MECOM+ epithelial,11.0,others,0.0,TFORF0185-SHOX2,7,12-0,,0.8785745212288553,0.04905204368148686,0.04138368908959036,0.04563209595078898,0.028820665584973846,0.6452286623825445,0.04918159151843865,0.04723075544627103,0.05244595503147063,0.04102411154931117
"R1.68,R2.73,R3.65,P1.31-1-2-0",TFORF0185-SHOX2,0,12-0,4447.0,2920,0.02563526,0.29871282,0.29871282,val,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0185-SHOX2,7,12-0,,0.7532547952357029,0.07898934795188825,0.061940397485930596,0.0707099358200092,0.046314046239052005,0.4369837061451301,0.07909899662913313,0.07567015943040492,0.08445216082209274,0.06584059460776683
"R1.68,R2.10,R3.60,P1.08-2-3-0",TFORF0185-SHOX2,0,0,9410.0,4672,0.018172158,0.034895927,0.034895927,train,Erythroblasts,others,others,6.0,others,0.0,TFORF0185-SHOX2,7,15,,0.5888336940594994,0.061278964721573195,0.08392601965646036,0.10376715710442704,0.0768240166645269,0.10056014045024839,0.14815321611308277,0.13384873267284325,0.15526933566917583,0.13637279173806965
"R1.20,R2.19,R3.19,P1.16-3-3-0",TFORF0185-SHOX2,0,0,6044.0,3390,0.021674387,0.043849397,0.043849397,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF0185-SHOX2,7,15,,0.5618948757493107,0.061536356851260854,0.08428279408196525,0.10404417356406345,0.07691989945362966,0.10085069283224879,0.14669162528168558,0.13332019066754203,0.1541696853180625,0.13818507940626565
"R1.52,R2.39,R3.46,P1.24-0-4-0",TFORF0185-SHOX2,0,5,3431.0,2347,0.016613232,0.19430305,0.19430305,test,Smooth muscle cells,others,smooth muscle,8.0,others,0.0,TFORF0185-SHOX2,7,5,,0.8268406984326537,0.037057032895508726,0.0509865286842944,0.06099008969180059,0.04853114860550353,0.0619807146495762,0.0865698025960799,0.4896045814692065,0.09200360733022332,0.072277262132398
"R1.02,R2.73,R3.58,P1.48-3-4-0",TFORF0185-SHOX2,0,2,2816.0,2001,0.033380684,0.03865593,0.03865593,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF0185-SHOX2,7,15,,0.6400039932931699,0.061455152850320396,0.08444035135771119,0.10401494834605131,0.07719629878140846,0.10082371621082896,0.1493511348803405,0.1331658761779629,0.15623379271889806,0.1333187633286485
"R1.21,R2.56,R3.79,P1.38-0-0",TFORF2894-MTA1,0,4,1572.0,1279,0.029898219,0.03858163,0.03858163,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2894-MTA1,32,15,,0.5789201508709214,0.0597939441596792,0.08153331460341133,0.10065399586774017,0.0752357196468972,0.09794314292304275,0.1755806335136709,0.1293123785109524,0.1516299453472065,0.12831706095464973
"R1.86,R2.04,R3.18,P1.08-2-3-0",TFORF2894-MTA1,0,1,5714.0,3297,0.026251312,0.035781793,0.035781793,train,Metanephric cells,others,metanephric,7.0,others,0.0,TFORF2894-MTA1,32,15,,0.735219986280351,0.06074924512377077,0.084314534585117,0.10430943033302845,0.0784356454636602,0.10092379186176818,0.1491265153930842,0.13169605621532238,0.16559310098409374,0.12485187564289207
"R1.72,R2.05,R3.19,P1.55-0-3-0",TFORF2894-MTA1,0,2,5568.0,3172,0.023706896,0.0467921,0.0467921,val,Ciliated epithelial cells,others,ciliated epithelial,9.0,others,0.0,TFORF2894-MTA1,32,15,,0.6565643090709221,0.06137248380514608,0.08431374221884179,0.10397426487745906,0.07707306361650061,0.1007293805012448,0.14961876675163407,0.13282582787546046,0.15613289218242443,0.13395941778128606
"R1.35,R2.70,R3.76,P1.39-2-2-0",TFORF2894-MTA1,0,10,3983.0,2584,0.026110971,0.10185042,0.10185042,train,Squamous epithelial cells,others,squamous epithelial,10.0,others,0.0,TFORF2894-MTA1,32,15,,0.42380114744091424,0.061346838363805334,0.07566839911272397,0.09180706936765999,0.07499747664372303,0.09585286339733115,0.23005625855442208,0.12019432882140269,0.14107420923143024,0.10900197786976913
"R1.41,R2.41,R3.74,P1.15-3-1-0",TFORF2894-MTA1,0,9-0,5389.0,3273,0.02505103,0.026024964,0.026024964,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF2894-MTA1,32,15,,0.5921867283461754,0.061215910726345864,0.08328039204231646,0.10234385804667871,0.07660033220781928,0.10005626066743355,0.15646352000502753,0.1375272898030994,0.1541321278496012,0.12838049640020452
"R1.18,R2.18,R3.41,P1.16-3-3-0",TFORF2894-MTA1,0,12-0,1715.0,1271,0.025072886,0.2119374,0.2119374,train,Stromal cells,others,stromal,23.0,others,0.0,TFORF2894-MTA1,32,12-0,,0.6077021016630914,0.07333744071644534,0.08239918564749585,0.08842242696162106,0.04837288266386265,0.3795493950306148,0.08478050765170647,0.08053561281382589,0.09063779558116844,0.0719642457122728
"R1.81,R2.50,R3.82,P1.15-3-1-0",TFORF2894-MTA1,0,8-0,5456.0,3253,0.02382698,0.034740064,0.034740064,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2894-MTA1,32,15,,0.5964438768196151,0.0617066532340544,0.08456388023387411,0.10389422377816593,0.07711619139328262,0.10081011739246099,0.1469618538796719,0.13767896276925928,0.15516626329291686,0.13210205388360313
"R1.37,R2.34,R3.59,P1.30-0-0",TFORF2894-MTA1,0,0,2771.0,2000,0.02057019,0.049213886,0.049213886,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,7.0,others,0.0,TFORF2894-MTA1,32,15,,0.5419568897676882,0.06370659352684935,0.08469166373905092,0.10517210602313662,0.07578308883622423,0.10255418201610339,0.1456515347461656,0.13164199554311157,0.152487461380142,0.13831188074929365
"R1.28,R2.57,R3.02,P1.63-1-3-0",TFORF2894-MTA1,0,6,4713.0,2924,0.026522385,0.038088623,0.038088623,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF2894-MTA1,32,15,,0.6977583747101878,0.06137865002427452,0.08488637694878332,0.10420453955338659,0.07738873227974294,0.10076788783971903,0.14923818764462402,0.1329444383665791,0.15741084661310106,0.13178087197757826
"R1.63,R2.21,R3.75,P1.22-0-0",TFORF2894-MTA1,0,6,2853.0,2037,0.032597266,0.034392927,0.034392927,train,Erythroblasts,others,others,5.0,others,0.0,TFORF2894-MTA1,32,15,,0.6706507252737681,0.06148816848694738,0.08480780837803116,0.10425068347991887,0.0772500605222038,0.10091847323300682,0.1485813978201852,0.13326608554231703,0.15720611904764262,0.13223168047306183
"R1.35,R2.65,R3.55,P1.22-0-0",TFORF2894-MTA1,0,8-0,3204.0,2212,0.024032459,0.051882446,0.051882446,train,Erythroblasts,others,others,10.0,others,0.0,TFORF2894-MTA1,32,15,,0.5969086433053811,0.06143165390138835,0.08425587739222187,0.10400826560384148,0.07672843294320375,0.1007411422421497,0.14807985858053166,0.1330106236977804,0.15478424867614146,0.13696004890103416
"R1.20,R2.84,R3.06,P1.62-1-1-0",TFORF2894-MTA1,0,0,4324.0,2789,0.028908418,0.04858457,0.04858457,train,Squamous epithelial cells,others,squamous epithelial,3.0,others,0.0,TFORF2894-MTA1,32,15,,0.5513627074234653,0.061511263890833466,0.08422687668885562,0.10423393185417772,0.07691611781473698,0.10087166575645237,0.14589730563962203,0.13351666036379012,0.15353981819327073,0.13928689839307742
"R1.07,R2.47,R3.31,P1.16-3-3-0",TFORF2894-MTA1,0,12-0,7096.0,3933,0.025648253,0.16443367,0.16443367,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2894-MTA1,32,12-0,,0.4328413377414634,0.10231585041561349,0.07258187395166561,0.08657696140623507,0.06070242080078281,0.2704306854098244,0.10576681230764552,0.09984897290920806,0.11340702298818198,0.08836909204071956
"R1.71,R2.90,R3.17,P1.38-0-0",TFORF2894-MTA1,0,0,2674.0,1929,0.025056096,0.046706382,0.046706382,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2894-MTA1,32,15,,0.5547208211577418,0.061506809078977175,0.084047418213359,0.1040688038318727,0.07632142207538412,0.10080471223471987,0.14703917944753295,0.13247792196897404,0.15379827698506296,0.13993594096029582
"R1.28,R2.76,R3.11,P1.48-3-4-0",TFORF2894-MTA1,0,7-0,3601.0,2489,0.019994445,0.034031395,0.034031395,train,Stromal cells,others,stromal,9.0,others,0.0,TFORF2894-MTA1,32,15,,0.6795702411550586,0.05923326424234134,0.08509373514901075,0.11180052302507712,0.08379935046006809,0.10019526528058427,0.14200069086480446,0.12890717550482905,0.17202181449610462,0.11694832592261958
"R1.60,R2.44,R3.45,P1.39-2-2-0",TFORF2894-MTA1,0,2,3582.0,2409,0.016192071,0.05269488,0.05269488,train,Intestinal epithelial cells,others,intestinal epithelial,10.0,others,0.0,TFORF2894-MTA1,32,15,,0.6390282395805096,0.061283341592452405,0.08413265008040689,0.1038687295176874,0.07687050854885459,0.10061107347724807,0.14949706573301896,0.13252610604841306,0.15562514528805924,0.13558527553805222
"R1.14,R2.70,R3.78,P1.63-1-3-0",TFORF2894-MTA1,0,17,6591.0,3732,0.024275526,0.24133971,0.24133971,train,Ciliated epithelial cells,others,ciliated epithelial,12.0,others,0.0,TFORF2894-MTA1,32,15,,0.653641458868415,0.05996463175421261,0.08231491232638885,0.10260202838064525,0.07650283967957903,0.0988341402450569,0.1688968879963916,0.12997083225456615,0.15482332547931568,0.12609035486705744
"R1.57,R2.77,R3.96,P1.47-3-2-0",TFORF2894-MTA1,0,6,5532.0,3026,0.024403471,0.050308622,0.050308622,train,Retinal progenitors and Muller glia,others,others,11.0,others,0.0,TFORF2894-MTA1,32,15,,0.8075097006342433,0.06123103486167266,0.0845415408736752,0.10410343933954384,0.07730780518739165,0.10062067896392832,0.1502171649641664,0.1324385629320039,0.1573797427943369,0.13216106091711022
