,TF,batch,louvain,n_counts,n_genes,percent_mito,dpt_pseudotime,discrete_time,split,cell_type,Cluster Enriched TFs_colors,highlight_celltype,Depth_from_root,Cluster Enriched TFs,velocity_self_transition,condition,condition_counts,clusters_gradients,terminal_states,terminal_states_probs,member_12-1_absorption,member_11-1_absorption,member_11-0_absorption,member_7-1_absorption,member_12-0_absorption,member_10_absorption,member_5_absorption,member_15_absorption,member_14_absorption
"R1.41,R2.66,R3.44,P1.15-3-1-0",TFORF2894-MTA1,0,1,4002.0,2557,0.01974013,0.033075355,0.033075355,train,Retinal progenitors and Muller glia,others,others,9.0,others,0.0,TFORF2894-MTA1,32,15,,0.7185335218866695,0.060762470490842053,0.08443884987872285,0.10458847651979765,0.07875996506575372,0.1014559443174036,0.14811997032477048,0.1317062611796125,0.16607613079868072,0.12409212358478328
"R1.74,R2.51,R3.30,P1.24-0-4-0",TFORF2894-MTA1,0,6,1806.0,1401,0.028239202,0.030939594,0.030939594,train,STC2_TLX1 positive cells,others,others,9.0,others,0.0,TFORF2894-MTA1,32,15,,0.6363545154455557,0.06147570070355575,0.08458157698632542,0.10405990819473804,0.07727717401272798,0.10085165719550572,0.14893620234690205,0.13348329860580657,0.15667515243323474,0.13265958698343752
"R1.43,R2.19,R3.17,P1.08-2-3-0",TFORF2894-MTA1,0,6,4812.0,2974,0.02244389,0.03889647,0.03889647,test,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF2894-MTA1,32,15,,0.6995024448825048,0.06134514481298679,0.08466088186588824,0.10419235680313756,0.07731402985807244,0.10071006384156664,0.14956314852102745,0.13280962364621915,0.15732992163546836,0.13207524268861784
"R1.71,R2.77,R3.26,P1.07-2-1-0",TFORF2894-MTA1,0,2,3959.0,2562,0.024248548,0.0367069,0.0367069,train,Squamous epithelial cells,others,squamous epithelial,4.0,others,0.0,TFORF2894-MTA1,32,15,,0.6331830455113585,0.06152524858641968,0.08457853830911004,0.10408423466838293,0.0772533311053727,0.10089214864430134,0.14893604887303633,0.13328210607359212,0.1563388123866069,0.13310964536424572
"R1.35,R2.74,R3.60,P1.31-1-2-0",TFORF2894-MTA1,0,0,4515.0,2851,0.030121816,0.051061127,0.051061127,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF2894-MTA1,32,15,,0.5434004445206031,0.06148370070007744,0.0840651715261289,0.10412121868257979,0.07664901577097709,0.10092788209725334,0.14604734441669878,0.13307450563914958,0.15339135376067586,0.1402403723010728
"R1.39,R2.29,R3.85,P1.48-3-4-0",TFORF2894-MTA1,0,4,3680.0,2528,0.016032608,0.19496109,0.19496109,train,Ciliated epithelial cells,others,ciliated epithelial,11.0,others,0.0,TFORF2894-MTA1,32,15,,0.662412357765499,0.06097079047311001,0.08369481032930715,0.10397875027138748,0.07708030556254947,0.10031957315955142,0.15484694831748397,0.1317313445385442,0.15613843114426434,0.1312390259715342
"R1.26,R2.65,R3.75,P1.55-0-3-0",TFORF2894-MTA1,0,3,2014.0,1471,0.010923536,0.08842843,0.08842843,val,Intestinal epithelial cells,others,intestinal epithelial,23.0,others,0.0,TFORF2894-MTA1,32,14,,0.7624275205429591,0.06069095602380743,0.08295357783671511,0.10305164809116224,0.07532339435509093,0.09971072943476783,0.14585941659360513,0.1304703858631455,0.15189211945686812,0.1500490044583868
"R1.41,R2.70,R3.07,P1.31-1-2-0",TFORF2894-MTA1,0,0,5073.0,3125,0.026611473,0.04459192,0.04459192,test,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF2894-MTA1,32,15,,0.5688030328571265,0.061657239950409115,0.08392354405871152,0.10382616663898275,0.07625013675218208,0.10052533617390859,0.14661956079182414,0.13275786038723628,0.15376354188400349,0.14067701434194707
"R1.25,R2.74,R3.32,P1.23-0-2-0",TFORF2894-MTA1,0,16,3459.0,2283,0.024284475,0.045145433,0.045145433,val,Metanephric cells,others,metanephric,10.0,others,0.0,TFORF2894-MTA1,32,15,,0.7595808107298647,0.061160301357081136,0.08504643606196971,0.1045478840810516,0.07811563797392673,0.10076346733089311,0.14933405449302276,0.13230204074841448,0.15972871295736904,0.12900180633465494
"R1.20,R2.70,R3.05,P1.23-0-2-0",TFORF2894-MTA1,0,2,5304.0,3115,0.024886878,0.035239603,0.035239603,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2894-MTA1,32,15,,0.6383774716145331,0.061506555041881246,0.08440550858335302,0.10402869054007571,0.07716654209601718,0.10087482726733964,0.14942065144950126,0.1331193915654214,0.1562190370799397,0.13325884712155076
"R1.20,R2.05,R3.12,P1.23-0-2-0",TFORF2894-MTA1,0,1,4139.0,2651,0.02440203,0.02275121,0.02275121,train,Erythroblasts,others,others,5.0,others,0.0,TFORF2894-MTA1,32,15,,0.6814820696860393,0.061039602879585014,0.08447213387715738,0.10427124995750664,0.07809012340257235,0.10095836979348256,0.14895300458644253,0.13259199712451655,0.16218066641938633,0.12744307830059426
"R1.71,R2.36,R3.19,P1.08-2-3-0",TFORF2894-MTA1,0,5,3724.0,2473,0.014500537,0.08193922,0.08193922,train,Stromal cells,others,stromal,9.0,others,0.0,TFORF2894-MTA1,32,15,,0.4839619537990518,0.059030034453557326,0.08178891277281626,0.10028124570243381,0.07450592791905492,0.09778247359869842,0.142307168128148,0.17199271695077264,0.14912623469296396,0.1231859652881389
"R1.54,R2.16,R3.37,P1.40-2-4-0",TFORF2894-MTA1,0,0,2339.0,1776,0.026507054,0.028550092,0.028550092,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF2894-MTA1,32,15,,0.6122802691160959,0.0653017863106576,0.08427687416939955,0.10372251200897739,0.07715664801130691,0.10111273714074032,0.1478567246386711,0.13309580646515198,0.15600809456994716,0.1314690726366584
"R1.91,R2.46,R3.18,P1.48-3-4-0",TFORF2894-MTA1,0,1,3962.0,2606,0.022463402,0.029025568,0.029025568,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF2894-MTA1,32,15,,0.7150179225243964,0.06082427053962053,0.08454527597097371,0.10428478798096912,0.07839013105339294,0.10086948580320904,0.1480400354453733,0.13213248889519055,0.16564798821216983,0.1252657678624419
"R1.36,R2.06,R3.50,P1.55-0-3-0",TFORF3010-NR1I3,0,2,3654.0,2395,0.030377667,0.02763,0.02763,train,Erythroblasts,others,others,6.0,others,0.0,TFORF3010-NR1I3,2,15,,0.6387782416159065,0.06141416540278594,0.0846412474209401,0.10400259671390283,0.07758084123132147,0.10084556592477723,0.1489229629923661,0.1335042439621775,0.1573944987104254,0.1316941205907774
"R1.58,R2.70,R3.93,P1.63-1-3-0",TFORF3010-NR1I3,0,6,2642.0,1889,0.026495079,0.03182175,0.03182175,val,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,6.0,others,0.0,TFORF3010-NR1I3,2,15,,0.6849167216776145,0.061369581394018095,0.08476499033960665,0.10419761364618318,0.07738606428701529,0.10075151231207746,0.14923704479680946,0.1330763942459772,0.15749864525582338,0.13171861203107255
"R1.86,R2.23,R3.58,P1.30-0-0",TFORF2752-ZNF444,0,7-1,2942.0,2080,0.01903467,0.045929115,0.045929115,train,Smooth muscle cells,others,smooth muscle,8.0,others,0.0,TFORF2752-ZNF444,5,15,,0.5853680760406389,0.059030211952508176,0.08056488694826541,0.0965589157695226,0.10077082854996608,0.10436840798240606,0.134054616641274,0.13319126299603434,0.1832169937180074,0.10824407285991948
"R1.93,R2.80,R3.90,P1.31-1-2-0",TFORF2752-ZNF444,0,2,2884.0,2047,0.023231622,0.03868597,0.03868597,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF2752-ZNF444,5,15,,0.6187609149806568,0.06143314812617833,0.08430350660203342,0.10390093287108224,0.07690340695023574,0.10073038167067527,0.1490879437386514,0.13290331942680286,0.15551764614314345,0.13521987636387012
"R1.84,R2.63,R3.22,P1.55-0-3-0",TFORF2752-ZNF444,0,0,6214.0,3535,0.02944963,0.031180529,0.031180529,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2752-ZNF444,5,15,,0.5755637966659964,0.06156534503697609,0.08525935822637921,0.10581559770103603,0.0780820665533621,0.10145625104089814,0.14529324759563764,0.13451780218138837,0.15476037278240448,0.13325037557617755
"R1.50,R2.73,R3.42,P1.24-0-4-0",TFORF2752-ZNF444,0,3,6694.0,3722,0.027039139,0.07441212,0.07441212,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF2752-ZNF444,5,14,,0.5971750949651995,0.06133815415098294,0.08358667345956891,0.10402478748040142,0.07561707808459761,0.10071370597045466,0.14558148036701177,0.13123124282817195,0.15217683923055153,0.14573069276469752
"R1.83,R2.64,R3.45,P1.40-2-4-0",TFORF2752-ZNF444,0,0,1945.0,1493,0.028277636,0.04103434,0.04103434,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF2752-ZNF444,5,15,,0.5485665352528484,0.061711661615051455,0.08429321684877694,0.10449774685599848,0.07697300749575688,0.10109121979301543,0.14564558717004672,0.13400451567487046,0.15347150333914297,0.13831209562256563
"R1.26,R2.85,R3.35,P1.07-2-1-0",TFORF2567-ZNF654,0,0,3684.0,2399,0.027958741,0.04172672,0.04172672,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,23.0,others,0.0,TFORF2567-ZNF654,1,15,,0.5624930844864213,0.061887859066671005,0.08466988697661697,0.10423809805961551,0.076438364594789,0.10126609395851971,0.1464028544330318,0.1332303446787924,0.1537758375168652,0.13809111428778295
"R1.35,R2.45,R3.43,P1.47-3-2-0",TFORF2943-ESRRG,0,4,4558.0,2858,0.026546732,0.029970529,0.029970529,train,Squamous epithelial cells,others,squamous epithelial,4.0,others,0.0,TFORF2943-ESRRG,2,15,,0.6172123785331628,0.061402612459177636,0.0843939305484634,0.10393369469982099,0.07722474167957831,0.10074242420528284,0.14848093766816423,0.13437491896452974,0.1562171310339707,0.13322986034133766
"R1.35,R2.44,R3.07,P1.24-0-4-0",TFORF2943-ESRRG,0,0,4316.0,2742,0.020620946,0.041671596,0.041671596,val,Ciliated epithelial cells,others,ciliated epithelial,23.0,others,0.0,TFORF2943-ESRRG,2,15,,0.5473739556514438,0.06154947425747087,0.08410741390249767,0.10425228540561558,0.07664000991973398,0.10086403899199885,0.14596176926970514,0.1332247445909307,0.1534240477910571,0.13997675136335094
"R1.87,R2.13,R3.67,P1.54-0-1-0",TFORF2381-MBD1,0,1,3603.0,2352,0.015265057,0.03354642,0.03354642,train,Granule neurons,others,others,7.0,others,0.0,TFORF2381-MBD1,1,15,,0.7186813725432959,0.06000518273447036,0.08466169121067542,0.10496145156049085,0.07967547441192198,0.10027943749825564,0.14485610928999168,0.13127960119600965,0.1726076992057802,0.1216736297004158
"R1.69,R2.04,R3.35,P1.46-0-0",TFORF1678-RUNX1T1,0,0,4127.0,2673,0.02398837,0.05075738,0.05075738,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,8.0,others,0.0,TFORF1678-RUNX1T1,1,15,,0.543773961093216,0.06167268160363524,0.08413046639431725,0.10432099188650437,0.07618859766273917,0.10101257096816947,0.14615073833373732,0.1325950854305644,0.15322358721203355,0.14070579250140203
"R1.26,R2.22,R3.94,P1.46-0-0",TFORF0901-ZNF382,0,2,3431.0,2304,0.025648499,0.038345505,0.038345505,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF0901-ZNF382,1,15,,0.6192943148752194,0.06156474472538734,0.08452323351172569,0.10409634136337761,0.07702414743539072,0.1008835240045605,0.14834993421772058,0.1334532732241759,0.15554913216012067,0.1345558195867077
"R1.09,R2.13,R3.93,P1.30-1-1",TFORF0391-FERD3L,1,15,3335.0,2338,0.019790106,0.05917659,0.05917659,train,ENS neurons,TFORF0391-FERD3L,ENS neurons,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.908170838818201,0.033619163725771145,0.04655711733208397,0.05812091681604696,0.04645788183067509,0.056109286261497256,0.08050266985527384,0.07428831213100955,0.5369648493817106,0.0673799084563856
"R1.57,R2.77,R3.72,P1.38-2-1",TFORF0391-FERD3L,1,12-0,1402.0,1191,0.014978602,0.13903527,0.13903527,train,STC2_TLX1 positive cells,TFORF0391-FERD3L,others,7.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,12-0,,0.3996156236496611,0.08199548303653621,0.08344054845858798,0.10077029961308473,0.06159590251757038,0.2597375185276075,0.10660597982811272,0.10149819070838464,0.11413619284925937,0.0902196132728598
"R1.19,R2.31,R3.93,P1.22-0-1",TFORF0391-FERD3L,1,15,2003.0,1558,0.020469297,0.06139267,0.06139267,val,ENS neurons,TFORF0391-FERD3L,ENS neurons,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.8909869203124925,0.03575734897810355,0.04952982172238064,0.0618695232803162,0.04974801983800701,0.05974705516675666,0.08553878119618176,0.07887467347834921,0.5074331356652484,0.0715017668909228
"R1.75,R2.36,R3.65,P1.38-2-1",TFORF0391-FERD3L,1,15,3160.0,2226,0.02056962,0.07581252,0.07581252,val,Ganglion cells,TFORF0391-FERD3L,others,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.9611039438036069,0.01811940557768927,0.025110736412885682,0.031456519609847654,0.025237270141686502,0.030313019478223433,0.043401194213107355,0.04005370726828572,0.750064375059919,0.03624383377077963
"R1.54,R2.04,R3.27,P1.30-1-1",TFORF0391-FERD3L,1,15,2399.0,1803,0.016256774,0.036693174,0.036693174,val,ENS neurons,TFORF0391-FERD3L,ENS neurons,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.8047104598085251,0.04652885377562676,0.06419069378692227,0.0808050568037267,0.06341383446979654,0.07711175895586929,0.11182382471926407,0.10151897876744727,0.3611774237186322,0.09342974423998983
"R1.45,R2.38,R3.08,P1.62-3-1",TFORF0391-FERD3L,1,1,4400.0,2848,0.019318182,0.032737214,0.032737214,train,Ciliated epithelial cells,TFORF0391-FERD3L,ciliated epithelial,6.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.7463777783055576,0.05844499429935012,0.08110862614808355,0.10032945080240584,0.07610128719297089,0.09722669385525239,0.14211651919894133,0.12696875672471242,0.19848258475833644,0.11922128715894467
"R1.07,R2.40,R3.23,P1.30-1-1",TFORF0391-FERD3L,1,15,2345.0,1779,0.020895522,0.04292073,0.04292073,val,ENS neurons,TFORF0391-FERD3L,ENS neurons,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.7657137448730207,0.050851389952341314,0.07085344855038683,0.08718597019098921,0.07002777476456958,0.08507166511442989,0.12173932901817636,0.11376436417314942,0.2981829531236933,0.10232326045064817
"R1.57,R2.11,R3.50,P1.62-3-1",TFORF0391-FERD3L,1,11-1,2648.0,1913,0.021148037,0.16648453,0.16648453,train,Smooth muscle cells,TFORF0391-FERD3L,smooth muscle,7.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,11-1,,0.5341711231733699,0.04476838920118058,0.3645513626205251,0.0857746212259088,0.05552370413541911,0.08350345684491889,0.09427985447223036,0.09195867463529507,0.10126244031148193,0.07837767438501766
"R1.02,R2.71,R3.31,P1.38-2-1",TFORF0391-FERD3L,1,1,1751.0,1397,0.022272987,0.02421432,0.02421432,train,Erythroblasts,TFORF0391-FERD3L,others,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.6993005514333249,0.06097481206980356,0.0847954614589595,0.10442774797513359,0.07834109367626667,0.10111782896371388,0.14815164523527008,0.13233991219852806,0.16422397048787413,0.1256277487864189
"R1.61,R2.46,R3.27,P1.30-1-1",TFORF0391-FERD3L,1,10,3647.0,2472,0.016451878,0.18190104,0.18190104,train,Metanephric cells,TFORF0391-FERD3L,metanephric,7.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,10,,0.6834088316366481,0.04359214368489187,0.05768402125014578,0.07065244951292154,0.05601971789498122,0.07098061129386464,0.413919176968965,0.09316262843489978,0.10813638103294539,0.08585240917498578
"R1.72,R2.45,R3.65,P1.62-3-1",TFORF0391-FERD3L,1,15,2677.0,1939,0.014568547,0.068673745,0.068673745,train,ENS neurons,TFORF0391-FERD3L,ENS neurons,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.9411651484505235,0.02552221756317588,0.035356544504817435,0.044526074574156096,0.03575452158173992,0.04271162024198517,0.06123202779546885,0.05632904203122349,0.6475851418790065,0.050982910837434746
"R1.43,R2.47,R3.22,P1.38-2-1",TFORF0391-FERD3L,1,15,2102.0,1598,0.01617507,0.05457474,0.05457474,train,ENS neurons,TFORF0391-FERD3L,ENS neurons,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.8117061396078776,0.04511778040910673,0.0625514746219698,0.07999008403387775,0.06401217733795216,0.07537630155349195,0.10805292185278403,0.09918145952897478,0.37592231646207214,0.08979563661957941
"R1.79,R2.87,R3.77,P1.30-0-0",TFORF0391-FERD3L,0,15,5916.0,3501,0.016396213,0.05430231,0.05430231,train,ENS neurons,TFORF0391-FERD3L,ENS neurons,6.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.9137735965031946,0.03242813673802765,0.04498024554392524,0.05648179671381656,0.045009371061649095,0.05423487506310649,0.07770071854769293,0.0716960100362091,0.552435203320228,0.0650337414470979
"R1.55,R2.72,R3.09,P1.30-1-1",TFORF0391-FERD3L,1,9-0,2503.0,1828,0.01997603,0.03081208,0.03081208,train,Squamous epithelial cells,TFORF0391-FERD3L,squamous epithelial,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.5777934940035959,0.06109445443851456,0.08270240052125896,0.10179681421568515,0.07628258491291738,0.0996042899109277,0.16216480092405536,0.13763615307948135,0.1539402399847861,0.12477845106688104
"R1.51,R2.38,R3.61,P1.62-3-1",TFORF0391-FERD3L,1,12-0,6594.0,3739,0.020321505,0.054663803,0.054663803,train,Bronchiolar and alveolar epithelial cells,TFORF0391-FERD3L,bronchiolar and alveolar epithelial,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.5342361832223989,0.0653076700989962,0.0881104299778081,0.12220571573301381,0.07319190613849046,0.12678245107776007,0.13589427724864162,0.1255298898543966,0.14586504077066326,0.11711281038471162
"R1.14,R2.31,R3.70,P1.62-3-1",TFORF0391-FERD3L,1,1,2130.0,1643,0.01596244,0.034763277,0.034763277,train,Stromal cells,TFORF0391-FERD3L,stromal,23.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.5820846291939081,0.06840894604600768,0.08330128664626305,0.10156063426708242,0.07642354969597256,0.14015132591871807,0.13831270873539342,0.12520115327443393,0.15130787869865023,0.11533249983880596
"R1.68,R2.74,R3.48,P1.22-0-1",TFORF0391-FERD3L,1,15,1866.0,1432,0.015005359,0.048390225,0.048390225,train,ENS neurons,TFORF0391-FERD3L,ENS neurons,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.8934290806845717,0.03608139533418184,0.05005285664155812,0.062309193369723716,0.0494082788278737,0.0602161559090695,0.08646896641355202,0.07999062742428106,0.5028663157093327,0.07260634003949305
"R1.50,R2.93,R3.76,P1.62-1-1-0",TFORF0391-FERD3L,0,15,3547.0,2445,0.018607274,0.049753852,0.049753852,test,ENS neurons,TFORF0391-FERD3L,ENS neurons,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.813520852381856,0.046346638644741124,0.06451204883797354,0.07960077961150219,0.06448408383734827,0.07758286193399892,0.11071724378258294,0.10315818475416218,0.36059468079991397,0.09300363416106826
"R1.84,R2.02,R3.42,P1.22-0-1",TFORF0391-FERD3L,1,12-0,5949.0,3554,0.014288115,0.31362903,0.31362903,train,Smooth muscle cells,TFORF0391-FERD3L,smooth muscle,8.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,12-0,,0.8282781735376702,0.05495270255791788,0.05142770999455545,0.05613898066046507,0.034994288140775855,0.5720560937327022,0.05963206394842604,0.05736589578714699,0.06362885541543552,0.04980293465881308
"R1.22,R2.57,R3.33,P1.30-1-1",TFORF0391-FERD3L,1,1,3866.0,2612,0.019399896,0.028807424,0.028807424,train,Metanephric cells,TFORF0391-FERD3L,metanephric,5.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.7088640297950202,0.0606477978574304,0.08434739802258497,0.10414925185348671,0.07905731663236545,0.10100598422356062,0.14681970933843794,0.13223180816242772,0.16817891537509091,0.12356201824473353
"R1.76,R2.50,R3.36,P1.62-3-1",TFORF0391-FERD3L,1,15,7218.0,3985,0.016209476,0.06392104,0.06392104,test,ENS neurons,TFORF0391-FERD3L,ENS neurons,6.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.9028794762232601,0.03364996108080134,0.04669171595266029,0.059086447916938935,0.047384264066752384,0.05619305884708158,0.08063879838248672,0.07414672021329047,0.5350365461595791,0.06717262243925594
"R1.24,R2.71,R3.95,P1.38-2-1",TFORF0391-FERD3L,1,15,2316.0,1776,0.0164076,0.046882227,0.046882227,train,ENS neurons,TFORF0391-FERD3L,ENS neurons,4.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.849928781824104,0.04152125919288023,0.057450164395941125,0.07147023132385377,0.05636412996279847,0.06906072647173761,0.09952241270762656,0.09129398496662985,0.4293629696456936,0.08395428536635198
"R1.12,R2.05,R3.64,P1.22-0-1",TFORF0391-FERD3L,1,15,2046.0,1602,0.016129032,0.048689585,0.048689585,test,Bronchiolar and alveolar epithelial cells,TFORF0391-FERD3L,bronchiolar and alveolar epithelial,6.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.8149512139658278,0.046217504623557344,0.06434872998770175,0.0795994588495743,0.06358554337161391,0.07723948007432178,0.1105889407836196,0.10248946083875461,0.36297590749420283,0.0929550672699201
"R1.05,R2.85,R3.84,P1.38-2-1",TFORF0391-FERD3L,1,11-0,2105.0,1649,0.0152019,0.1286029,0.1286029,train,Squamous epithelial cells,TFORF0391-FERD3L,squamous epithelial,23.0,TFORF0391-FERD3L,0.0,TFORF0391-FERD3L,221,15,,0.4071214250052955,0.05656410708365348,0.09094214273032988,0.20090393769783513,0.06732556863146477,0.09901154888308115,0.12539104581457178,0.11504966193627483,0.13473521521724374,0.11007710117199801
